    （000001）华夏成长 | 基金吧 | 档案
    （160134）南方聚利C | 基金吧 | 档案
    （160135）南方中证高铁产业指数分级 | 基金吧 | 档案
    （160136）南方中证国有企业改革指数分级 | 基金吧 | 档案
    （160137）南方中证互联网指数分级 | 基金吧 | 档案
    （160138）南方恒生中国企业精明指数A | 基金吧 | 档案
    （160139）南方恒生中国企业精明指数C | 基金吧 | 档案
    （160211）国泰中小盘成长混合(LOF | 基金吧 | 档案
    （160212）国泰估值优势混合(LOF) | 基金吧 | 档案
    （160213）国泰纳斯达克100指数 | 基金吧 | 档案
    （160215）国泰价值经典混合(LOF) | 基金吧 | 档案
    （160216）国泰商品 | 基金吧 | 档案
    （160217）国泰互利分级债券 | 基金吧 | 档案
    （160218）国泰国证房地产行业指数分级 | 基金吧 | 档案
    （160219）国泰国证医药卫生指数分级 | 基金吧 | 档案
    （160220）国泰民益混合(LOF)A | 基金吧 | 档案
    （160221）国泰国证有色金属行业指数分级 | 基金吧 | 档案
    （160222）国泰国证食品饮料行业指数分 | 基金吧 | 档案
    （160223）国泰创业板指数(LOF) | 基金吧 | 档案
    （160224）国泰深证TMT50指数分级 | 基金吧 | 档案
    （160225）国泰国证新能源汽车指数 | 基金吧 | 档案
    （160226）国泰民益混合(LOF)C | 基金吧 | 档案
    （160311）华夏蓝筹 | 基金吧 | 档案
    （160314）华夏行业混合(LOF) | 基金吧 | 档案
    （160322）华夏港股通精选股票LOF | 基金吧 | 档案
    （160323）华夏磐泰定开混合(LOF) | 基金吧 | 档案
    （160415）华安深证300 | 基金吧 | 档案
    （160416）华安标普石油指数 | 基金吧 | 档案
    （160417）华安沪深300指数分级 | 基金吧 | 档案
    （160418）华安中证银行指数分级 | 基金吧 | 档案
    （160419）华安中证全指证券公司指数分 | 基金吧 | 档案
    （160420）华安创业板50指数分级 | 基金吧 | 档案
    （160421）华安智增精选混合 | 基金吧 | 档案
    （160422）华安中证定向增发 | 基金吧 | 档案
    （160505）博时主题行业混合(LOF) | 基金吧 | 档案
    （160512）博时卓越品牌混合(LOF) | 基金吧 | 档案
    （160513）博时稳健回报债券(LOF) | 基金吧 | 档案
    （160514）博时稳健回报债券(LOF) | 基金吧 | 档案
    （160515）博时安丰18个月定开债A | 基金吧 | 档案
    （160516）博时中证800证券保险分级 | 基金吧 | 档案
    （160517）博时中证银行指数分级 | 基金吧 | 档案
    （160518）博时睿远 | 基金吧 | 档案
    （160519）博时睿利定增 | 基金吧 | 档案
    （160520）博时弘盈定期开放混合A | 基金吧 | 档案
    （160521）博时弘盈定期开放混合C | 基金吧 | 档案
    （160522）博时睿益 | 基金吧 | 档案
    （160523）博时安丰18个月定开债C | 基金吧 | 档案
    （160524）博时弘泰混合 | 基金吧 | 档案
    （160525）博时睿丰定开混合 | 基金吧 | 档案
    （160602）鹏华普天债券A | 基金吧 | 档案
    （160603）鹏华普天收益 | 基金吧 | 档案
    （160605）鹏华中国50 | 基金吧 | 档案
    （160606）鹏华货币A | 基金吧 | 档案
    （160607）鹏华价值优势混合(LOF) | 基金吧 | 档案
    （160608）鹏华普天债券B | 基金吧 | 档案
    （160609）鹏华货币B | 基金吧 | 档案
    （160610）鹏华动力增长 | 基金吧 | 档案
    （160611）鹏华优质治理混合(LOF) | 基金吧 | 档案
    （160612）鹏华丰收债券 | 基金吧 | 档案
    （160613）鹏华盛世创新混合(LOF) | 基金吧 | 档案
    （160615）鹏华沪深300 | 基金吧 | 档案
    （160616）鹏华中证500 | 基金吧 | 档案
    （160617）鹏华丰润债券(LOF) | 基金吧 | 档案
    （160618）鹏华丰泽债券(LOF) | 基金吧 | 档案
    （160620）鹏华资源分级 | 基金吧 | 档案
    （160621）鹏华丰和债券(LOF) | 基金吧 | 档案
    （160622）鹏华丰利债券(LOF) | 基金吧 | 档案
    （160624）鹏华消费领先混合 | 基金吧 | 档案
    （160625）鹏华证券保险分级 | 基金吧 | 档案
    （160626）鹏华信息分级 | 基金吧 | 档案
    （160627）鹏华策略优选混合 | 基金吧 | 档案
    （160628）鹏华地产分级 | 基金吧 | 档案
    （160629）鹏华传媒分级 | 基金吧 | 档案
    （160630）鹏华国防 | 基金吧 | 档案
    （160631）鹏华银行分级 | 基金吧 | 档案
    （160632）鹏华酒分级 | 基金吧 | 档案
    （160633）鹏华证券分级 | 基金吧 | 档案
    （160634）鹏华环保分级 | 基金吧 | 档案
    （160635）鹏华中证医药卫生(LOF) | 基金吧 | 档案
    （160636）鹏华互联网分级 | 基金吧 | 档案
    （160637）鹏华创业板分级 | 基金吧 | 档案
    （160638）鹏华一带一路分级 | 基金吧 | 档案
    （160639）鹏华高铁分级 | 基金吧 | 档案
    （160640）鹏华新能源分级 | 基金吧 | 档案
    （160642）鹏华增瑞混合 | 基金吧 | 档案
    （160706）嘉实沪深300ETF联接 | 基金吧 | 档案
    （160716）嘉实基本面50 | 基金吧 | 档案
    （160717）嘉实恒生中国企业 | 基金吧 | 档案
    （160718）嘉实多利分级债券 | 基金吧 | 档案
    （160719）嘉实黄金 | 基金吧 | 档案
    （160720）嘉实中证中期企业债指数A | 基金吧 | 档案
    （160721）嘉实中证中期企业债指数C | 基金吧 | 档案
    （160722）嘉实惠泽定增混合 | 基金吧 | 档案
    （160723）嘉实原油(QDII-LOF) | 基金吧 | 档案
    （160805）长盛同智优势 | 基金吧 | 档案
    （160806）长盛同庆中证800(LOF | 基金吧 | 档案
    （160807）长盛沪深300 | 基金吧 | 档案
    （160808）长盛同瑞200分级 | 基金吧 | 档案
    （160809）长盛同辉100等权分级 | 基金吧 | 档案
    （160810）长盛同丰债券(LOF) | 基金吧 | 档案
    （160812）长盛同益成长回报 | 基金吧 | 档案
    （160813）长盛同盛成长优选 | 基金吧 | 档案
    （160814）长盛中证金融地产指数分级 | 基金吧 | 档案
    （160910）大成创新成长混合 | 基金吧 | 档案
    （160915）大成景丰债券(LOF) | 基金吧 | 档案
    （160916）大成优选混合(LOF) | 基金吧 | 档案
    （160918）大成中小盘混合(LOF) | 基金吧 | 档案
    （160919）大成产业升级股票 | 基金吧 | 档案
    （160921）大成定增灵活配置混合 | 基金吧 | 档案
    （160922）大成恒生综合中小型股指数 | 基金吧 | 档案
    （160923）大成海外中国机会混合 | 基金吧 | 档案
    （161005）富国天惠成长精选 | 基金吧 | 档案
    （161010）富国天丰强化债券(LOF) | 基金吧 | 档案
    （161014）富国汇利回报分级债券 | 基金吧 | 档案
    （161015）富国天盈债券(LOF) | 基金吧 | 档案
    （161017）富国中证500 | 基金吧 | 档案
    （161019）富国新天锋定期开放债券 | 基金吧 | 档案
    （161022）富国创业板指数分级 | 基金吧 | 档案
    （161024）富国中证军工指数分级 | 基金吧 | 档案
    （161025）富国中证移动互联网指数分级 | 基金吧 | 档案
    （161026）富国中证国企改革指数分级 | 基金吧 | 档案
    （161027）富国中证全指证券公司指数分 | 基金吧 | 档案
    （161028）富国中证新能源汽车指数分级 | 基金吧 | 档案
    （161029）富国中证银行指数分级 | 基金吧 | 档案
    （161030）富国中证体育产业指数分级 | 基金吧 | 档案
    （161031）富国中证工业4.0指数分级 | 基金吧 | 档案
    （161032）富国中证煤炭指数分级 | 基金吧 | 档案
    （161033）富国中证智能汽车(LOF) | 基金吧 | 档案
    （161035）富国中证医药主题指数增强 | 基金吧 | 档案
    （161036）富国中证娱乐主题指数增强型 | 基金吧 | 档案
    （161115）易方达岁丰添利债券(LOF) | 基金吧 | 档案
    （161116）易方达黄金主题 | 基金吧 | 档案
    （161117）易方达永旭添利债券 | 基金吧 | 档案
    （161118）易方达中小指数分级 | 基金吧 | 档案
    （161119）易方达新综合债券A | 基金吧 | 档案
    （161120）易方达新综合债券C | 基金吧 | 档案
    （161121）易方达银行分级 | 基金吧 | 档案
    （161122）易方达生物分级 | 基金吧 | 档案
    （161123）易方达重组分级 | 基金吧 | 档案
    （161124）易方达香港恒生综合小型股指 | 基金吧 | 档案
    （161125）易方达标普500指数人民币 | 基金吧 | 档案
    （161126）易方达标普医疗保健人民币 | 基金吧 | 档案
    （161127）易标普生物科技人民币 | 基金吧 | 档案
    （161128）易标普信息科技人民币 | 基金吧 | 档案
    （161129）易方达原油A类人民币 | 基金吧 | 档案
    （161207）国投瑞银沪深300 | 基金吧 | 档案
    （161210）国投瑞银新兴市场 | 基金吧 | 档案
    （161211）国投沪深300金融地产联接 | 基金吧 | 档案
    （161213）国投瑞银消费服务指数 | 基金吧 | 档案
    （161216）国投瑞银双债债券(LOF) | 基金吧 | 档案
    （161217）国投瑞银中证指数 | 基金吧 | 档案
    （161219）国投瑞银新兴产业 | 基金吧 | 档案
    （161221）国投瑞银双债债券C | 基金吧 | 档案
    （161222）国投瑞银瑞利混合(LOF) | 基金吧 | 档案
    （161223）国投瑞银中证创业指数分级 | 基金吧 | 档案
    （161224）国投瑞银新丝路混合(LOF | 基金吧 | 档案
    （161225）国投瑞银瑞盈混合(LOF) | 基金吧 | 档案
    （161226）国投瑞银白银期货(LOF) | 基金吧 | 档案
    （161227）国投瑞银深证100指数 | 基金吧 | 档案
    （161229）国投瑞银中国价值发现股票 | 基金吧 | 档案
    （161230）国投瑞银双债丰利定开债A | 基金吧 | 档案
    （161231）国投瑞银双债丰利定开债C | 基金吧 | 档案
    （161232）国投瑞银瑞盛混合 | 基金吧 | 档案
    （161233）国投瑞银瑞泰定增混合 | 基金吧 | 档案
    （161505）银河通利债券(LOF)A | 基金吧 | 档案
    （161506）银河通利债券(LOF)C | 基金吧 | 档案
    （161507）银河沪深300成长分级 | 基金吧 | 档案
    （161601）融通新蓝筹 | 基金吧 | 档案
    （161603）融通债券A/B | 基金吧 | 档案
    （161604）融通深证100 | 基金吧 | 档案
    （161605）融通蓝筹成长 | 基金吧 | 档案
    （161606）融通行业景气 | 基金吧 | 档案
    （161607）融通巨潮100 | 基金吧 | 档案
    （161608）融通易支付货币A | 基金吧 | 档案
    （161609）融通动力先锋混合 | 基金吧 | 档案
    （161610）融通领先成长混合(LOF) | 基金吧 | 档案
    （161611）融通内需驱动混合 | 基金吧 | 档案
    （161612）融通深证成份指数 | 基金吧 | 档案
    （161613）融通创业板指数增强 | 基金吧 | 档案
    （161614）融通四季添利债券(LOF) | 基金吧 | 档案
    （161615）融通易支付货币B | 基金吧 | 档案
    （161616）融通医疗保健行业混合 | 基金吧 | 档案
    （161618）融通岁岁添利债券A | 基金吧 | 档案
    （161619）融通岁岁添利债券B | 基金吧 | 档案
    （161620）融通丰利四分法 | 基金吧 | 档案
    （161622）融通汇财宝货币A | 基金吧 | 档案
    （161623）融通汇财宝货币B | 基金吧 | 档案
    （161624）融通可转债债券A | 基金吧 | 档案
    （161625）融通可转债债券C | 基金吧 | 档案
    （161626）融通通福债券(LOF)A | 基金吧 | 档案
    （161627）融通通福债券(LOF)C | 基金吧 | 档案
    （161628）融通军工分级 | 基金吧 | 档案
    （161629）融通证券分级 | 基金吧 | 档案
    （161630）融通中证大农业(LOF) | 基金吧 | 档案
    （161631）融通人工智能指数(LOF) | 基金吧 | 档案
    （161693）融通债券C | 基金吧 | 档案
    （161706）招商优质成长混合(LOF) | 基金吧 | 档案
    （161713）招商信用添利债券(LOF) | 基金吧 | 档案
    （161714）招商标普金砖四国 | 基金吧 | 档案
    （161715）招商中证大宗商品指数分级 | 基金吧 | 档案
    （161716）招商双债增强债券(LOF) | 基金吧 | 档案
    （161718）招商沪深300高贝塔指数分级 | 基金吧 | 档案
    （161719）招商可转债分级债券 | 基金吧 | 档案
    （161720）招商中证全指证券公司指数分 | 基金吧 | 档案
    （161721）招商沪深300地产指数分级 | 基金吧 | 档案
    （161722）招商丰泰混合(LOF) | 基金吧 | 档案
    （161723）招商中证银行指数分级 | 基金吧 | 档案
    （161724）招商中证煤炭等权指数分级 | 基金吧 | 档案
    （161725）招商中证白酒指数分级 | 基金吧 | 档案
    （161726）招商国证生物医药指数分级 | 基金吧 | 档案
    （161727）招商增荣混合 | 基金吧 | 档案
    （161810）银华内需精选混合(LOF) | 基金吧 | 档案
    （161811）银华沪深300指数分级 | 基金吧 | 档案
    （161812）银华深证100分级 | 基金吧 | 档案
    （161813）银华信用债券(LOF) | 基金吧 | 档案
    （161815）银华抗通胀主题 | 基金吧 | 档案
    （161816）银华中证等权90分级 | 基金吧 | 档案
    （161818）银华消费分级混合 | 基金吧 | 档案
    （161819）银华资源指数分级 | 基金吧 | 档案
    （161820）银华纯债信用债券 | 基金吧 | 档案
    （161821）银华中证中票50指数债券A | 基金吧 | 档案
    （161822）银华中证中票50指数债券C | 基金吧 | 档案
    （161823）银华永兴纯债债券(LOF) | 基金吧 | 档案
    （161824）银华永兴纯债债券(LOF) | 基金吧 | 档案
    （161825）银华中证800分级 | 基金吧 | 档案
    （161826）银华中证转债指数增强分级 | 基金吧 | 档案
    （161827）银华永益分级债券 | 基金吧 | 档案
    （161828）银华永益分级债券A | 基金吧 | 档案
    （161831）银华恒生国企指数分级 | 基金吧 | 档案
    （161834）银华鑫锐定增灵活配置混合 | 基金吧 | 档案
    （161902）万家增强收益债券 | 基金吧 | 档案
    （161903）万家行业优选混合(LOF) | 基金吧 | 档案
    （161907）万家中证红利指数 | 基金吧 | 档案
    （161908）万家添利债券(LOF) | 基金吧 | 档案
    （161910）万家中创指数分级 | 基金吧 | 档案
    （161911）万家强化收益定期开放债券 | 基金吧 | 档案
    （162006）长城久富混合(LOF) | 基金吧 | 档案
    （162010）长城久兆中小板300 | 基金吧 | 档案
    （162102）金鹰中小盘精选 | 基金吧 | 档案
    （162105）金鹰持久增利债券(LOF) | 基金吧 | 档案
    （162107）金鹰量化精选股票(LOF) | 基金吧 | 档案
    （162108）金鹰元盛债券型发起式C | 基金吧 | 档案
    （162201）泰达宏利成长混合 | 基金吧 | 档案
    （162202）泰达宏利周期混合 | 基金吧 | 档案
    （162203）泰达宏利稳定混合 | 基金吧 | 档案
    （162204）泰达宏利行业混合 | 基金吧 | 档案
    （162205）泰达宏利风险预算混合 | 基金吧 | 档案
    （162206）泰达宏利货币A | 基金吧 | 档案
    （162207）泰达宏利效率优选混合 | 基金吧 | 档案
    （162208）泰达宏利首选企业股票 | 基金吧 | 档案
    （162209）泰达宏利市值优选混合 | 基金吧 | 档案
    （162210）泰达宏利集利债券A | 基金吧 | 档案
    （162211）泰达宏利品质生活混合 | 基金吧 | 档案
    （162212）泰达宏利红利先锋混合 | 基金吧 | 档案
    （162213）泰达宏利财富大盘指数A | 基金吧 | 档案
    （162214）泰达宏利领先中小盘混合 | 基金吧 | 档案
    （162215）泰达宏利聚利债券(LOF) | 基金吧 | 档案
    （162216）泰达中证500分级 | 基金吧 | 档案
    （162299）泰达宏利集利债券C | 基金吧 | 档案
    （162307）海富通中证100 | 基金吧 | 档案
    （162308）海富通稳进增利债券(LOF) | 基金吧 | 档案
    （162411）华宝标普石油指数 | 基金吧 | 档案
    （162412）华宝兴业中证医疗指数分级 | 基金吧 | 档案
    （162413）华宝兴业中证1000指数分 | 基金吧 | 档案
    （162414）华宝新机遇混合(LOF)A | 基金吧 | 档案
    （162415）华宝标普美国消费人民币 | 基金吧 | 档案
    （162509）国联安双禧中证100 | 基金吧 | 档案
    （162510）国联安双力中小板综指 | 基金吧 | 档案
    （162511）国联安双佳信用债券(LOF) | 基金吧 | 档案
    （162605）景顺长城鼎益混合(LOF) | 基金吧 | 档案
    （162607）景顺长城资源垄断混合 | 基金吧 | 档案
    （162703）广发小盘成长混合(LOF) | 基金吧 | 档案
    （162711）广发中证500ETF联接A | 基金吧 | 档案
    （162712）广发聚利债券(LOF) | 基金吧 | 档案
    （162714）广发深证100指数分级 | 基金吧 | 档案
    （162715）广发聚源债券(LOF)A | 基金吧 | 档案
    （162716）广发聚源债券(LOF)C | 基金吧 | 档案
    （162717）广发睿吉定增混合 | 基金吧 | 档案
    （162718）广发鑫瑞混合 | 基金吧 | 档案
    （162719）广发道琼斯石油指数A | 基金吧 | 档案
    （162907）泰信基本面400指数分级 | 基金吧 | 档案
    （163001）长信医疗保健混合(LOF) | 基金吧 | 档案
    （163003）长信利鑫债券(LOF)C | 基金吧 | 档案
    （163005）长信利众债券(LOF)C | 基金吧 | 档案
    （163007）长信利众债券(LOF)A | 基金吧 | 档案
    （163008）长信利鑫债券(LOF)A | 基金吧 | 档案
    （163109）申万菱信深证成指分级 | 基金吧 | 档案
    （163110）申万量化小盘 | 基金吧 | 档案
    （163111）申万中小板 | 基金吧 | 档案
    （163113）申万菱信申万证券分级 | 基金吧 | 档案
    （163114）申万中证环保产业指数分级 | 基金吧 | 档案
    （163115）申万菱信中证军工指数分级 | 基金吧 | 档案
    （163116）申万菱信申万电子分级 | 基金吧 | 档案
    （163117）申万菱信申万传媒分级 | 基金吧 | 档案
    （163118）申万菱信申万医药生物分级 | 基金吧 | 档案
    （163119）申万中证申万新兴健康产业指 | 基金吧 | 档案
    （163208）诺安油气能源 | 基金吧 | 档案
    （163209）诺安中证创业成长指数分级 | 基金吧 | 档案
    （163210）诺安纯债定期开放债券A | 基金吧 | 档案
    （163211）诺安纯债定期开放债券C | 基金吧 | 档案
    （163302）大摩资源优选混合(LOF) | 基金吧 | 档案
    （163402）兴全趋势投资混合(LOF) | 基金吧 | 档案
    （163406）兴全合润分级混合 | 基金吧 | 档案
    （163407）兴全沪深300指数(LOF) | 基金吧 | 档案
    （163409）兴全绿色投资混合(LOF) | 基金吧 | 档案
    （163411）兴全保本 | 基金吧 | 档案
    （163412）兴全轻资产混合(LOF) | 基金吧 | 档案
    （163415）兴全商业模式优选混合 | 基金吧 | 档案
    （163503）天治核心成长混合(LOF) | 基金吧 | 档案
    （163801）中银中国精选 | 基金吧 | 档案
    （163802）中银货币A | 基金吧 | 档案
    （163803）中银持续增长混合A | 基金吧 | 档案
    （163804）中银收益混合A | 基金吧 | 档案
    （163805）中银策略混合 | 基金吧 | 档案
    （163806）中银稳健增利债券 | 基金吧 | 档案
    （163807）中银行业优选 | 基金吧 | 档案
    （163808）中银中证100 | 基金吧 | 档案
    （163809）中银蓝筹精选 | 基金吧 | 档案
    （163810）中银价值精选 | 基金吧 | 档案
    （163811）中银稳健双利债券A | 基金吧 | 档案
    （163812）中银稳健双利债券B | 基金吧 | 档案
    （163813）中银全球策略 | 基金吧 | 档案
    （163816）中银转债增强债券A | 基金吧 | 档案
    （163817）中银转债增强债券B | 基金吧 | 档案
    （163818）中银中小盘成长混合 | 基金吧 | 档案
    （163819）中银信用增利债券(LOF) | 基金吧 | 档案
    （163820）中银货币B | 基金吧 | 档案
    （163821）中银沪深300等权重指数 | 基金吧 | 档案
    （163822）中银主题策略混合 | 基金吧 | 档案
    （163823）中银保本混合 | 基金吧 | 档案
    （163824）中银盛利定期开放债券 | 基金吧 | 档案
    （163825）中银互利分级债券 | 基金吧 | 档案
    （163826）中银互利分级债券A | 基金吧 | 档案
    （163827）中银产业债定期开放债券 | 基金吧 | 档案
    （163907）中海惠裕纯债发起式 | 基金吧 | 档案
    （163909）中海惠丰纯债分级债券 | 基金吧 | 档案
    （163910）中海惠丰纯债分级债券A | 基金吧 | 档案
    （164105）华富强化债券 | 基金吧 | 档案
    （164205）天弘鑫动力灵活配置混合 | 基金吧 | 档案
    （164206）天弘添利债券(LOF) | 基金吧 | 档案
    （164208）天弘丰利分级债券(LOF) | 基金吧 | 档案
    （164210）天弘同利债券(LOF) | 基金吧 | 档案
    （164302）新华惠鑫债券 | 基金吧 | 档案
    （164303）新华惠鑫分级债券A | 基金吧 | 档案
    （164304）新华中证环保产业指数分级 | 基金吧 | 档案
    （164401）前海开源健康分级 | 基金吧 | 档案
    （164402）前海开源中航军工 | 基金吧 | 档案
    （164403）前海开源沪港深农业混合 | 基金吧 | 档案
    （164508）国富中证100指数增强分级 | 基金吧 | 档案
    （164509）国富恒利债券(LOF)A | 基金吧 | 档案
    （164510）国富恒利债券(LOF)C | 基金吧 | 档案
    （164606）华泰柏瑞信用增利债 | 基金吧 | 档案
    （164701）汇添富黄金及贵金属 | 基金吧 | 档案
    （164702）汇添富季季红定期开放债券 | 基金吧 | 档案
    （164703）汇添富纯债债券(LOF) | 基金吧 | 档案
    （164705）汇添富恒生指数分级 | 基金吧 | 档案
    （164808）工银四季收益债券(LOF) | 基金吧 | 档案
    （164809）工银中证500分级 | 基金吧 | 档案
    （164810）工银纯债定期开放债券 | 基金吧 | 档案
    （164811）工银深证100指数分级 | 基金吧 | 档案
    （164812）工银政府债纯债债券(LOF | 基金吧 | 档案
    （164814）工银双债增强债券 | 基金吧 | 档案
    （164815）工银国际原油人民币 | 基金吧 | 档案
    （164818）工银中证传媒指数分级 | 基金吧 | 档案
    （164819）工银中证环保产业指数分级 | 基金吧 | 档案
    （164820）工银中证高铁产业指数分级 | 基金吧 | 档案
    （164821）工银中证新能源指数分级 | 基金吧 | 档案
    （164822）工银政府债纯债债券(LOF | 基金吧 | 档案
    （164902）交银信用添利债券(LOF) | 基金吧 | 档案
    （164905）交银国证新能源指数分级 | 基金吧 | 档案
    （164906）交银中证海外中国互联网指数 | 基金吧 | 档案
    （164907）交银中证互联网金融指数分级 | 基金吧 | 档案
    （164908）交银中证环境治理(LOF) | 基金吧 | 档案
    （165309）建信沪深300 | 基金吧 | 档案
    （165310）建信双利分级 | 基金吧 | 档案
    （165311）建信信用增强债券(LOF)A | 基金吧 | 档案
    （165312）建信央视50 | 基金吧 | 档案
    （165313）建信优势动力混合(LOF) | 基金吧 | 档案
    （165314）建信信用增强债券C | 基金吧 | 档案
    （165315）建信网金融分级 | 基金吧 | 档案
    （165317）建信丰裕定增灵活配置混合 | 基金吧 | 档案
    （165508）信诚深度价值混合(LOF) | 基金吧 | 档案
    （165509）信诚增强债券 | 基金吧 | 档案
    （165510）信诚金砖四国 | 基金吧 | 档案
    （165511）信诚中证500分级 | 基金吧 | 档案
    （165512）信诚新机遇混合(LOF) | 基金吧 | 档案
    （165513）信诚全球商品主题 | 基金吧 | 档案
    （165515）信诚沪深300分级 | 基金吧 | 档案
    （165516）信诚周期轮动混合(LOF) | 基金吧 | 档案
    （165517）信诚双盈债券(LOF) | 基金吧 | 档案
    （165519）信诚中证800医药指数分级 | 基金吧 | 档案
    （165520）信诚中证800有色指数分级 | 基金吧 | 档案
    （165521）信诚中证800金融指数分级 | 基金吧 | 档案
    （165522）信诚中证TMT产业指数分级 | 基金吧 | 档案
    （165523）信诚中证信息安全指数分级 | 基金吧 | 档案
    （165524）信诚中证智能家居指数分级 | 基金吧 | 档案
    （165525）信诚中证基建工程指数LOF | 基金吧 | 档案
    （165526）信诚新旺混合(LOF)A | 基金吧 | 档案
    （165527）信诚新旺混合(LOF)C | 基金吧 | 档案
    （165528）信诚鼎利定增 | 基金吧 | 档案
    （165530）信诚惠泽 | 基金吧 | 档案
    （165705）诺德双翼债券(LOF) | 基金吧 | 档案
    （165707）诺德深证300指数分级 | 基金吧 | 档案
    （165806）东吴深证100增强 | 基金吧 | 档案
    （165807）东吴鼎利债券(LOF) | 基金吧 | 档案
    （165809）东吴转债 | 基金吧 | 档案
    （166001）中欧新趋势混合(LOF)A | 基金吧 | 档案
    （166002）中欧新蓝筹混合A | 基金吧 | 档案
    （166003）中欧稳健债券A | 基金吧 | 档案
    （166004）中欧稳健债券C | 基金吧 | 档案
    （166005）中欧价值发现混合A | 基金吧 | 档案
    （166006）中欧行业成长混合(LOF)A | 基金吧 | 档案
    （166007）中欧沪深300指数增强A | 基金吧 | 档案
    （166008）中欧增强回报债券(LOF) | 基金吧 | 档案
    （166009）中欧新动力混合(LOF)A | 基金吧 | 档案
    （166010）中欧鼎利分级债券 | 基金吧 | 档案
    （166011）中欧盛世成长混合(LOF)A | 基金吧 | 档案
    （166012）中欧信用增利债券(LOF)C | 基金吧 | 档案
    （166014）中欧货币A | 基金吧 | 档案
    （166015）中欧货币B | 基金吧 | 档案
    （166016）中欧纯债债券(LOF)C | 基金吧 | 档案
    （166019）中欧价值智选混合A | 基金吧 | 档案
    （166020）中欧成长优选混合A | 基金吧 | 档案
    （166021）中欧添利 | 基金吧 | 档案
    （166022）中欧添A | 基金吧 | 档案
    （166105）信达澳银鑫安债券 | 基金吧 | 档案
    （166301）华商新趋势优选灵活配置混合 | 基金吧 | 档案
    （166401）浦银安盛稳健增利债券C | 基金吧 | 档案
    （166801）浙商聚潮新思维 | 基金吧 | 档案
    （166802）浙商沪深300指数分级 | 基金吧 | 档案
    （166902）民生加银平稳增利A | 基金吧 | 档案
    （166903）民生加银平稳增利C | 基金吧 | 档案
    （166904）民生加银添利A | 基金吧 | 档案
    （166905）民生加银添利C | 基金吧 | 档案
    （167001）平安大华鼎泰混合 | 基金吧 | 档案
    （167002）平安大华鼎越定开混合 | 基金吧 | 档案
    （167003）平安大华鼎弘混合 | 基金吧 | 档案
    （167004）平安大华鼎沣定开混合 | 基金吧 | 档案
    （167301）方正富邦保险主题指数分级 | 基金吧 | 档案
    （167501）安信宝利债券(LOF) | 基金吧 | 档案
    （167503）安信一带一路分级 | 基金吧 | 档案
    （167601）国金沪深300指数分级 | 基金吧 | 档案
    （167701）德邦德信中高企债指数分级 | 基金吧 | 档案
    （167702）德邦量化优选股票(LOF) | 基金吧 | 档案
    （167703）德邦量化优选股票(LOF) | 基金吧 | 档案
    （168001）国寿安保中证养老产业指数分 | 基金吧 | 档案
    （168101）九泰锐智定增混合 | 基金吧 | 档案
    （168102）九泰锐富事件驱动混合 | 基金吧 | 档案
    （168103）九泰锐益定增混合 | 基金吧 | 档案
    （168104）九泰锐丰定增混合 | 基金吧 | 档案
    （168105）九泰泰富定增混合 | 基金吧 | 档案
    （168106）九泰锐华定增混合A | 基金吧 | 档案
    （168107）九泰锐华定增混合C | 基金吧 | 档案
    （168108）九泰锐诚定增混合 | 基金吧 | 档案
    （168201）中融一带一路分级 | 基金吧 | 档案
    （168203）中融国证钢铁行业指数分级 | 基金吧 | 档案
    （168204）中融中证煤炭指数分级 | 基金吧 | 档案
    （168205）中融中证银行指数分级 | 基金吧 | 档案
    （168301）东海祥龙定增混合 | 基金吧 | 档案
    （168401）红土创新定增灵活配置混合 | 基金吧 | 档案
    （169101）东方红睿丰混合 | 基金吧 | 档案
    （169102）东方红睿阳混合 | 基金吧 | 档案
    （169103）东方红睿轩沪港深混合 | 基金吧 | 档案
    （169104）东方红睿满沪港深混合 | 基金吧 | 档案
    （169105）东方红睿华沪港深混合 | 基金吧 | 档案
    （169201）浙商汇金鼎盈定增灵活配置混合 | 基金吧 | 档案
    （180001）银华优势企业 | 基金吧 | 档案
    （180002）银华保本增值 | 基金吧 | 档案
    （180003）银华道琼斯88 | 基金吧 | 档案
    （180008）银华货币A | 基金吧 | 档案
    （180009）银华货币B | 基金吧 | 档案
    （180010）银华优质增长混合 | 基金吧 | 档案
    （180012）银华富裕主题混合 | 基金吧 | 档案
    （180013）银华领先策略混合 | 基金吧 | 档案
    （180015）银华增强债券 | 基金吧 | 档案
    （180018）银华和谐主题 | 基金吧 | 档案
    （180020）银华成长先锋 | 基金吧 | 档案
    （180025）银华信用双利债券A | 基金吧 | 档案
    （180026）银华信用双利债券C | 基金吧 | 档案
    （180028）银华永祥保本 | 基金吧 | 档案
    （180029）银华永泰积极债券A | 基金吧 | 档案
    （180030）银华永泰积极债券C | 基金吧 | 档案
    （180031）银华中小盘混合 | 基金吧 | 档案
    （180033）银华上证50等权联接 | 基金吧 | 档案
    （183001）银华全球优选 | 基金吧 | 档案
    （184721）基金丰和 | 基金吧 | 档案
    （184722）基金久嘉 | 基金吧 | 档案
    （184801）鹏华前海万科REITS | 基金吧 | 档案
2 
    （200001）长城久恒灵活配置混合 | 基金吧 | 档案
    （200002）长城久泰沪深300指数 | 基金吧 | 档案
    （200003）长城货币A | 基金吧 | 档案
    （200006）长城消费增值混合 | 基金吧 | 档案
